Devices,,,,,,,,,,
2000,,,,,,,,,,
,,AMTI-AP - Force,,,AMTI-AP - Moment,,,AMTI-AP - CoP,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
14,6,50.4384,-104.753,793.128,56135.2,-120733,-8726.13,152.224,70.7769,0.0000229852
14,7,49.6494,-104.074,788.507,55657,-120442,-9006.11,152.748,70.5854,0.0000230642
15,0,48.8604,-103.394,783.885,55178.9,-120152,-9286.08,153.277,70.3915,0.0000231442
15,1,48.528,-102.77,781.942,56833.3,-117811,-9564.95,150.664,72.6822,0.0000227496
15,2,48.1956,-102.145,779.998,58487.7,-115469,-9843.83,148.038,74.9844,0.0000223531
15,3,48.0383,-102.311,780.566,56895.5,-116717,-9654.34,149.529,72.8901,0.0000225782
15,4,47.881,-102.476,781.134,55303.3,-117965,-9464.86,151.017,70.7987,0.000022803
15,5,47.5154,-102.208,782.308,55909.5,-117680,-9496.51,150.427,71.4674,0.0000227138
15,6,47.1498,-101.939,783.481,56515.7,-117395,-9528.16,149.838,72.1341,0.0000226249
15,7,46.8815,-101.11,782.855,56422.2,-117604,-9453.78,150.224,72.0724,0.0000226832
16,0,46.6131,-100.281,782.228,56328.7,-117812,-9379.39,150.611,72.0106,0.0000227416
16,1,45.2484,-101.304,782.646,56332.7,-117832,-8749.33,150.556,71.9772,0.0000227333
16,2,43.8838,-102.327,783.064,56336.6,-117851,-8119.27,150.5,71.9438,0.0000227249
16,3,43.6636,-101.443,781.458,57090.9,-117294,-8995.01,150.096,73.0569,0.0000226639
16,4,43.4434,-100.56,779.852,57845.2,-116737,-9870.74,149.691,74.1747,0.0000226027
16,5,43.2613,-100.526,784.92,58878.4,-117032,-9480.28,149.101,75.012,0.0000225136
16,6,43.0793,-100.491,789.988,59911.5,-117328,-9089.83,148.519,75.8386,0.0000224257
16,7,43.9869,-101.034,787.353,59583.2,-116899,-8686.63,148.471,75.6752,0.0000224184
17,0,44.8946,-101.577,784.719,59254.8,-116470,-8283.43,148.422,75.5108,0.0000224111
17,1,45.3918,-100.805,783.616,57140.5,-117278,-9016.93,149.663,72.919,0.0000225985
17,2,45.889,-100.033,782.513,55026.3,-118087,-9750.42,150.907,70.32,0.0000227863
17,3,45.2491,-99.8444,783.758,56849.7,-118161,-9514.62,150.763,72.5347,0.0000227645
17,4,44.6092,-99.6558,785.003,58673.1,-118236,-9278.83,150.619,74.7425,0.0000227428
17,5,44.3067,-99.9566,786.997,58228.3,-118237,-9020.7,150.238,73.988,0.0000226853
17,6,44.0042,-100.257,788.99,57783.5,-118238,-8762.57,149.86,73.2373,0.0000226282
17,7,44.6046,-99.7765,783.019,56031.1,-118132,-9052.83,150.867,71.5577,0.0000227803
18,0,45.205,-99.2956,777.048,54278.6,-118026,-9343.09,151.891,69.8524,0.0000229348
18,1,45.1768,-99.6631,782.687,54098.6,-118755,-8753.08,151.727,69.119,0.0000229102
18,2,45.1486,-100.031,788.326,53918.5,-119484,-8163.08,151.566,68.3963,0.0000228859
18,3,44.3907,-99.9941,782.848,54593.4,-118579,-8366.48,151.471,69.7368,0.0000228715
18,4,43.6329,-99.9575,777.371,55268.2,-117674,-8569.88,151.374,71.0963,0.0000228569
18,5,43.8766,-100.251,782.631,56724,-117781,-8016.18,150.493,72.4786,0.0000227239
18,6,44.1204,-100.545,787.891,58179.8,-117888,-7462.48,149.624,73.8424,0.0000225926
18,7,43.8701,-99.5796,786.798,55528.9,-118859,-7960.39,151.066,70.5758,0.0000228104
19,0,43.6198,-98.6139,785.705,52878.1,-119830,-8458.3,152.513,67.3002,0.0000230288
19,1,43.3723,-99.6667,787.772,55596.6,-118716,-7797.99,150.698,70.5744,0.0000227548
19,2,43.1249,-100.719,789.84,58315.1,-117601,-7137.68,148.893,73.8315,0.0000224822
19,3,43.5619,-100.816,787.709,58573,-116494,-7362.71,147.889,74.3587,0.0000223307
19,4,43.9989,-100.912,785.578,58831,-115386,-7587.74,146.88,74.8887,0.0000221783
19,5,45.52,-100.017,775.041,56554.6,-116071,-8222.7,149.761,72.9699,0.0000226133
19,6,47.0411,-99.1207,764.503,54278.3,-116755,-8857.66,152.721,70.9981,0.0000230602
19,7,45.9625,-98.9122,771.151,55270.7,-116218,-9468.91,150.707,71.673,0.0000227562
20,0,44.8839,-98.7038,777.799,56263.1,-115681,-10080.2,148.728,72.3363,0.0000224574
20,1,45.6521,-98.9835,777.885,56436.9,-116047,-9912.78,149.183,72.5517,0.000022526
20,2,46.4204,-99.2632,777.972,56610.7,-116414,-9745.41,149.637,72.767,0.0000225946
20,3,46.1318,-99.2767,776.189,57349.1,-115755,-10276.1,149.132,73.8855,0.0000225184
20,4,45.8432,-99.2903,774.406,58087.5,-115096,-10806.8,148.625,75.0091,0.0000224418
20,5,46.073,-99.7132,777.769,57308.3,-114922,-10525.7,147.758,73.683,0.0000223109
20,6,46.3029,-100.136,781.132,56529.2,-114748,-10244.6,146.899,72.3683,0.0000221812
20,7,45.7831,-101.493,779.11,55508.1,-115397,-9934.02,148.114,71.2456,0.0000223647
21,0,45.2633,-102.849,777.087,54487.1,-116047,-9623.41,149.336,70.1171,0.0000225491
21,1,44.6146,-102.378,779.608,56815.8,-116005,-9368.47,148.8,72.8773,0.0000224681
21,2,43.9659,-101.906,782.13,59144.4,-115964,-9113.53,148.267,75.6198,0.0000223877
21,3,43.6855,-100.596,780.98,58583.7,-115600,-9808.48,148.019,75.013,0.0000223503
21,4,43.4051,-99.2854,779.83,58022.9,-115236,-10503.4,147.77,74.4045,0.0000223127
21,5,43.3923,-100.033,782.563,58163.2,-115900,-9276.89,148.104,74.3239,0.000022363
21,6,43.3794,-100.781,785.297,58303.4,-116565,-8050.35,148.434,74.2438,0.000022413
21,7,41.9658,-100.306,781.784,59199.2,-115945,-8309.84,148.308,75.7232,0.0000223938
22,0,40.5522,-99.8312,778.272,60094.9,-115324,-8569.34,148.18,77.2159,0.0000223746
22,1,41.2249,-99.4183,776.282,58641.2,-115284,-9202.17,148.507,75.5411,0.000022424
22,2,41.8976,-99.0054,774.292,57187.4,-115243,-9835.01,148.837,73.8577,0.0000224737
22,3,42.1819,-99.2903,774.983,55306.6,-116440,-9658.42,150.248,71.365,0.0000226869
22,4,42.4661,-99.5752,775.673,53425.9,-117637,-9481.83,151.658,68.8768,0.0000228997
22,5,42.2101,-100.141,774.759,54099.7,-117118,-9425.46,151.168,69.8278,0.0000228257
22,6,41.9541,-100.707,773.845,54773.6,-116600,-9369.08,150.676,70.7811,0.0000227515
22,7,42.575,-100.852,773.124,54838.5,-116869,-9500.14,151.164,70.931,0.0000228252
23,0,43.1959,-100.997,772.403,54903.4,-117137,-9631.2,151.653,71.0813,0.000022899
23,1,44.2055,-100.62,772.843,56432.3,-116029,-9570.84,150.133,73.0192,0.0000226694
23,2,45.2151,-100.244,773.283,57961.3,-114921,-9510.47,148.614,74.9548,0.0000224401
23,3,44.3763,-100.197,774.846,57786.8,-115305,-10028.5,148.81,74.5784,0.0000224696
23,4,43.5376,-100.151,776.41,57612.2,-115689,-10546.6,149.005,74.2034,0.0000224991
23,5,42.5238,-100.739,773.867,57096.7,-115108,-9959.76,148.744,73.7811,0.0000224597
23,6,41.51,-101.327,771.324,56581.2,-114528,-9372.9,148.482,73.3559,0.0000224201
23,7,42.0043,-101.468,776.492,55742.5,-116013,-9659.09,149.407,71.7876,0.0000225598
24,0,42.4986,-101.61,781.66,54903.7,-117499,-9945.28,150.32,70.2399,0.0000226977
24,1,41.0308,-101.217,782.105,55663.1,-116937,-9746.17,149.516,71.1709,0.0000225763
24,2,39.563,-100.824,782.551,56422.5,-116376,-9547.06,148.713,72.1008,0.0000224551
24,3,40.0336,-100.897,779.64,57064.6,-115200,-9519.16,147.761,73.1935,0.0000223113
24,4,40.5042,-100.97,776.728,57706.6,-114025,-9491.27,146.801,74.2945,0.0000221664
24,5,40.2651,-100.318,776.454,56847.1,-114709,-9980.07,147.734,73.2137,0.0000223072
24,6,40.0261,-99.6661,776.179,55987.5,-115393,-10468.9,148.668,72.1322,0.0000224482
24,7,39.058,-100.14,775.026,56906.5,-114481,-10636.5,147.713,73.4253,0.000022304
25,0,38.0899,-100.614,773.873,57825.5,-113570,-10804.2,146.755,74.7222,0.0000221594
25,1,37.9966,-100.413,770.387,57374.5,-112599,-10857.6,146.159,74.4749,0.0000220693
25,2,37.9033,-100.213,766.901,56923.4,-111628,-10911,145.557,74.2253,0.0000219785
25,3,38.9969,-100.16,768.733,56879.6,-112889,-10797.4,146.85,73.9915,0.0000221738
25,4,40.0905,-100.107,770.565,56835.8,-114150,-10683.8,148.138,73.7587,0.0000223682
25,5,38.2562,-100.738,772.682,57377.5,-114256,-9865.18,147.869,74.2577,0.0000223276
25,6,36.4219,-101.369,774.799,57919.2,-114361,-9046.59,147.602,74.7539,0.0000222872
25,7,37.0822,-100.959,772.771,57901.1,-113898,-9959.56,147.389,74.9266,0.0000222552
26,0,37.7425,-100.548,770.744,57883,-113435,-10872.5,147.176,75.1001,0.000022223
26,1,37.4103,-102.256,772.707,58902.2,-113264,-9837.29,146.581,76.2284,0.0000221332
26,2,37.078,-103.964,774.669,59921.5,-113094,-8802.04,145.99,77.351,0.0000220438
26,3,37.3869,-104.354,771.626,57485.7,-113400,-9286.46,146.962,74.4993,0.0000221906
26,4,37.6958,-104.745,768.584,55049.9,-113706,-9770.89,147.942,71.6251,0.0000223386
26,5,37.3482,-106.046,772.856,57627.2,-113654,-8965.24,147.058,74.5639,0.0000222051
26,6,37.0007,-107.347,777.129,60204.5,-113603,-8159.59,146.183,77.4704,0.000022073
26,7,38.189,-107.339,774.138,59698.7,-113197,-8283.84,146.223,77.1164,0.0000220791
27,0,39.3774,-107.331,771.147,59193,-112791,-8408.09,146.264,76.7596,0.0000220852
27,1,39.9587,-106.329,768.203,57844.3,-113420,-8969.46,147.643,75.2982,0.0000222935
27,2,40.54,-105.328,765.259,56495.6,-114049,-9530.83,149.033,73.8255,0.0000225033
27,3,39.9243,-105.496,765.476,56934.4,-113325,-8637.46,148.045,74.3778,0.0000223541
27,4,39.3085,-105.663,765.693,57373.2,-112600,-7744.09,147.057,74.9298,0.000022205
27,5,39.6495,-105.422,772.258,57403.5,-113872,-8196.97,147.453,74.332,0.0000222648
27,6,39.9905,-105.18,778.823,57433.8,-115144,-8649.85,147.843,73.7443,0.0000223237
27,7,39.7464,-103.118,773.439,58544.2,-114290,-9682.76,147.769,75.6933,0.0000223124
28,0,39.5022,-101.056,768.056,59654.6,-113437,-10715.7,147.693,77.6696,0.0000223011
28,1,39.4578,-100.413,774.075,58840.8,-114016,-11018.6,147.294,76.0144,0.0000222407
28,2,39.4134,-99.7702,780.095,58027.1,-114596,-11321.5,146.9,74.3846,0.0000221813
28,3,39.2971,-99.953,774.934,58037.8,-113861,-11295.3,146.93,74.8938,0.0000221858
28,4,39.1808,-100.136,769.773,58048.5,-113126,-11269.2,146.96,75.4099,0.0000221904
28,5,39.5448,-100.051,769.655,58307.2,-113518,-11604.5,147.492,75.7576,0.0000222707
28,6,39.9089,-99.9672,769.538,58566,-113910,-11939.7,148.024,76.1053,0.000022351
28,7,40.1937,-99.9287,767.012,58719.7,-112428,-12184.3,146.58,76.5564,0.0000221329
29,0,40.4785,-99.8902,764.485,58873.4,-110946,-12428.8,145.125,77.0105,0.0000219133
29,1,40.2201,-99.4032,764.68,57699.6,-111576,-12627.6,145.913,75.4558,0.0000220322
29,2,39.9616,-98.9162,764.875,56525.8,-112207,-12826.3,146.7,73.902,0.000022151
29,3,39.3513,-99.1318,762.66,57622.3,-111614,-12657.5,146.348,75.5543,0.0000220979
29,4,38.7409,-99.3475,760.445,58718.7,-111020,-12488.6,145.994,77.2162,0.0000220445
29,5,37.8473,-100.795,766.774,59821.2,-111581,-11621.2,145.52,78.0167,0.0000219729
29,6,36.9537,-102.242,773.103,60923.6,-112141,-10753.9,145.053,78.804,0.0000219024
29,7,37.4971,-100.418,768.674,59057.5,-111236,-11514.8,144.711,76.8304,0.0000218508
30,0,38.0404,-98.5931,764.245,57191.4,-110331,-12275.7,144.365,74.8339,0.0000217986
30,1,37.6505,-99.0496,760.875,57173.2,-110550,-11963.4,145.293,75.1413,0.0000219386
30,2,37.2605,-99.5061,757.506,57155,-110769,-11651,146.228,75.4515,0.0000220799
30,3,36.4686,-100.074,762.225,59070.6,-110431,-11040.7,144.88,77.4976,0.0000218763
30,4,35.6767,-100.641,766.944,60986.2,-110093,-10430.3,143.548,79.5185,0.0000216751
30,5,35.8698,-100.531,767.42,60729.4,-110268,-10879.5,143.686,79.1344,0.0000216961
30,6,36.0628,-100.421,767.897,60472.6,-110443,-11328.8,143.825,78.7509,0.0000217169
30,7,35.25,-102.312,769.111,60119.8,-111191,-10090.8,144.571,78.1679,0.0000218296
31,0,34.4372,-104.203,770.326,59767.1,-111940,-8852.81,145.315,77.5868,0.000021942
31,1,32.9533,-104.316,765.221,59459,-111382,-9557.95,145.556,77.7018,0.0000219783
31,2,31.4695,-104.429,760.116,59150.9,-110824,-10263.1,145.799,77.8183,0.0000220151
31,3,32.5048,-105.651,761.431,58307.9,-110973,-9441.39,145.742,76.5768,0.0000220064
31,4,33.5402,-106.873,762.746,57464.9,-111121,-8619.7,145.685,75.3396,0.0000219978
31,5,34.2835,-105.898,763.994,57127.2,-111790,-9206.74,146.323,74.7745,0.0000220941
31,6,35.0269,-104.923,765.242,56789.5,-112459,-9793.78,146.958,74.2112,0.0000221901
31,7,35.5205,-104.535,761.622,57076.1,-111602,-9881.59,146.532,74.9402,0.0000221257
32,0,36.0142,-104.147,758.003,57362.7,-110745,-9969.4,146.102,75.6761,0.0000220607
32,1,36.1955,-103.836,765.104,58267.4,-112140,-9649.71,146.568,76.1562,0.0000221312
32,2,36.3767,-103.526,772.205,59172.1,-113534,-9330.02,147.026,76.6275,0.0000222003
32,3,36.6889,-102.241,765.917,59680.1,-112531,-10198.6,146.923,77.9198,0.0000221847
32,4,37.0011,-100.957,759.629,60188,-111527,-11067.2,146.818,79.2334,0.0000221689
32,5,38.9201,-100.74,760.671,59633.5,-111226,-11310.9,146.221,78.3958,0.0000220787
32,6,40.8391,-100.523,761.714,59078.9,-110925,-11554.7,145.625,77.5605,0.0000219888
32,7,41.33,-101.312,765.436,59518.6,-111541,-10350.9,145.722,77.7578,0.0000220034
33,0,41.8209,-102.101,769.158,59958.3,-112157,-9147.13,145.818,77.9532,0.0000220179
33,1,41.32,-101.972,770.228,58894.3,-112816,-9336.46,146.471,76.4634,0.0000221165
33,2,40.8192,-101.844,771.299,57830.2,-113476,-9525.79,147.123,74.9777,0.0000222149
33,3,41.3771,-102.674,774.673,59629.2,-114023,-8955.9,147.189,76.9734,0.0000222249
33,4,41.935,-103.505,778.048,61428.2,-114571,-8386.01,147.255,78.9517,0.0000222348
33,5,42.1978,-102.951,768.889,60460.9,-112998,-9004.59,146.963,78.6341,0.0000221908
33,6,42.4606,-102.397,759.729,59493.5,-111425,-9623.18,146.664,78.3088,0.0000221456
33,7,41.3676,-102.684,761.8,58542.1,-111429,-9743.83,146.27,76.8471,0.0000220862
34,0,40.2747,-102.972,763.872,57590.8,-111433,-9864.49,145.879,75.3933,0.0000220271
34,1,39.8616,-102.028,760.923,58812,-110335,-10102.1,145.001,77.2904,0.0000218946
34,2,39.4484,-101.085,757.974,60033.3,-109236,-10339.8,144.116,79.2023,0.000021761
34,3,38.4453,-101.656,758.417,59196.8,-109266,-10690,144.071,78.053,0.0000217541
34,4,37.4421,-102.227,758.86,58360.3,-109296,-11040.3,144.026,76.9051,0.0000217473
34,5,37.6602,-101.783,757.22,58924.4,-109271,-10992.8,144.305,77.8168,0.0000217895
34,6,37.8782,-101.34,755.581,59488.6,-109247,-10945.4,144.586,78.7323,0.0000218319
34,7,37.3304,-100.955,755.424,58516.2,-109199,-11066.6,144.553,77.4614,0.0000218269
35,0,36.7825,-100.57,755.267,57543.7,-109152,-11187.8,144.52,76.1898,0.000021822
35,1,37.7639,-100.965,754.767,57190.5,-109378,-11437.3,144.916,75.7724,0.0000218817
35,2,38.7453,-101.36,754.266,56837.3,-109604,-11686.8,145.313,75.3544,0.0000219416
35,3,39.3476,-101.513,753.801,58124.2,-109069,-11399.8,144.692,77.1081,0.0000218479
35,4,39.9499,-101.666,753.336,59411.1,-108534,-11112.8,144.071,78.864,0.000021754
35,5,41.2152,-101.787,754.411,59582.3,-107970,-10752.5,143.118,78.9785,0.0000216102
35,6,42.4805,-101.908,755.487,59753.4,-107406,-10392.1,142.168,79.0926,0.0000214667
35,7,42.1965,-103.258,755.433,58417.3,-108229,-9954.48,143.268,77.3296,0.0000216328
36,0,41.9126,-104.609,755.38,57081.2,-109053,-9516.81,144.368,75.5662,0.0000217989
36,1,41.855,-105.009,752.981,57870.9,-108718,-9088.96,144.384,76.8557,0.0000218014
36,2,41.7973,-105.409,750.581,58660.5,-108384,-8661.1,144.4,78.1535,0.0000218038
36,3,42.22,-105.459,757.271,60202.5,-108470,-8254.26,143.237,79.4993,0.0000216283
